,permalink,name,category_code,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,founded_month,founded_quarter,founded_year,first_funding_at,last_funding_at,last_milestone_at,not_closed,cat_list
1114,/company/code71,Code71,software,1000000.0,closed,USA,VA,Glen Allen,Glen Allen,1,2006-05-01,2006-05,2006-Q2,2006.0,2011-12-13,2011-12-13,,0.0,['software']
1115,/company/codefast,Codefast,software,6500000.0,acquired,USA,CA,SF Bay,San Jose,1,2004-01-01,2004-01,2004-Q1,2004.0,2005-03-15,2005-03-15,,1.0,['software']
1116,/company/codeglide,CodeGlide,software,500000.0,operating,USA,CA,SF Bay,San Francisco,1,2007-05-01,2007-05,2007-Q2,2007.0,2007-05-01,2007-05-01,2011-07-26,0.0,['software']
1117,/company/codenomicon-ltd,Codenomicon,security,3600000.0,operating,USA,CA,SF Bay,Cupertino,1,2001-01-01,2001-01,2001-Q1,2001.0,2005-02-07,2005-02-07,,0.0,['security']
1118,/company/codesion,Codesion,software,1400000.0,acquired,USA,CA,SF Bay,Palo Alto,3,2002-01-01,2002-01,2002-Q1,2002.0,2007-09-01,2010-07-01,2010-02-02,1.0,['software']
1119,/company/codexis,Codexis,biotech,37000000.0,ipo,USA,CA,SF Bay,Redwood City,1,2002-01-01,2002-01,2002-Q1,2002.0,2006-08-14,2006-08-14,2009-01-01,1.0,['biotech']
1120,/company/codon-devices,Codon Devices,biotech,33000000.0,operating,USA,MA,Boston,Cambridge,2,2004-01-01,2004-01,2004-Q1,2004.0,2005-05-30,2006-12-18,2007-01-01,0.0,['biotech']
1121,/company/cofio-software,Cofio Software,software,4194000.0,acquired,USA,CA,San Diego,San Diego,2,2006-01-01,2006-01,2006-Q1,2006.0,2007-01-15,2012-08-08,2006-07-07,1.0,['software']
1122,/company/cogency-software,Cogency Software,software,2500000.0,operating,USA,CA,SF Bay,Burlingame,1,1997-01-01,1997-01,1997-Q1,1997.0,2005-12-07,2005-12-07,2000-01-01,0.0,['software']
1123,/company/cogenics,Cogenics,biotech,4500000.0,operating,USA,NC,Raleigh-Durham,Morrisville,1,1992-01-01,1992-01,1992-Q1,1992.0,2005-04-21,2005-04-21,2005-01-01,0.0,['biotech']
1124,/company/cogent,Cogent Communications Group,network_hosting,510000.0,ipo,USA,DC,Washington DC,Washington,1,1999-01-01,1999-01,1999-Q1,1999.0,2008-02-12,2008-02-12,2011-01-11,1.0,['network_hosting']
1125,/company/cogentus-pharmaceuticals,Cogentus Pharmaceuticals,biotech,62500000.0,operating,USA,CA,SF Bay,Menlo Park,1,2006-01-01,2006-01,2006-Q1,2006.0,2007-12-21,2007-12-21,,0.0,['biotech']
1126,/company/coghead,Coghead,web,11200000.0,acquired,USA,CA,SF Bay,Redwood City,2,2003-05-01,2003-05,2003-Q2,2003.0,2006-03-01,2007-03-01,,1.0,['web']
1127,/company/cogito,Cogito,software,11700000.0,operating,USA,UT,Salt Lake City,Draper,1,1994-01-01,1994-01,1994-Q1,1994.0,2005-02-24,2005-02-24,,0.0,['software']
1128,/company/cognifit,CogniFit,web,5000000.0,operating,USA,NY,New York,New York,1,1999-01-01,1999-01,1999-Q1,1999.0,2008-07-01,2008-07-01,2013-07-23,0.0,['web']
1129,/company/cognio,Cognio,hardware,3000000.0,acquired,USA,MD,Washington DC,Germantown,1,2000-01-01,2000-01,2000-Q1,2000.0,2007-03-29,2007-03-29,2004-01-01,1.0,['hardware']
1130,/company/cogniscan,Cogniscan,software,500000.0,operating,USA,NJ,Newfoundland,Newfoundland,1,,,,,2007-05-30,2007-05-30,,0.0,['software']
1131,/company/cognition-technologies,Cognition Technologies,software,2700000.0,operating,USA,CA,Los Angeles,Culver City,1,2003-09-01,2003-09,2003-Q3,2003.0,2008-07-15,2008-07-15,2012-01-01,0.0,['software']
1132,/company/cognovant,Cognovant,health,150000.0,closed,USA,MO,Kansas City,Kansas City,2,,,,,2011-12-02,2012-05-01,,0.0,['health']
1133,/company/coherex-medical,Coherex Medical,medical,16500000.0,operating,USA,UT,Salt Lake City,Salt Lake City,1,2003-01-01,2003-01,2003-Q1,2003.0,2009-10-12,2009-10-12,,0.0,['medical']
1134,/company/cohesiveft,CohesiveFT,software,1204650.0,operating,USA,IL,Chicago,Chicago,1,2006-07-01,2006-07,2006-Q3,2006.0,2007-06-13,2007-06-13,2013-07-30,0.0,['software']
1135,/company/cohuman,Cohuman,enterprise,1400000.0,acquired,USA,CA,SF Bay,San Francisco,2,2009-10-09,2009-10,2009-Q4,2009.0,2009-09-09,2011-01-01,2011-01-26,1.0,['enterprise']
1136,/company/coldspark,ColdSpark,software,6500000.0,acquired,USA,CO,Denver,Broomfield,1,2001-01-01,2001-01,2001-Q1,2001.0,2006-01-01,2006-01-01,2006-07-01,1.0,['software']
1137,/company/coley-pharmaceutical-group,Coley Pharmaceutical Group,biotech,10000000.0,operating,USA,MA,Boston,Wellesley,1,1997-01-01,1997-01,1997-Q1,1997.0,2005-03-16,2005-03-16,2007-01-01,0.0,['biotech']
1138,/company/colizer,Colizer,advertising,120000.0,operating,USA,CA,San Diego,San Diego,1,2004-12-31,2004-12,2004-Q4,2004.0,2004-04-01,2004-04-01,,0.0,['advertising']
1139,/company/collactive,Collactive,web,2000000.0,operating,USA,DE,Willmington,Wilmington,1,,,,,2007-01-01,2007-01-01,2007-05-16,0.0,['web']
1140,/company/collecta,Collecta,search,6580000.0,operating,USA,CA,Los Angeles,Santa Monica,2,2008-11-01,2008-11,2008-Q4,2008.0,2009-03-01,2010-06-10,2010-10-21,0.0,['search']
1141,/company/collective-intellect,Collective Intellect,enterprise,15324624.0,acquired,USA,CO,Denver,Boulder,6,2005-01-01,2005-01,2005-Q1,2005.0,2006-02-01,2012-12-07,2012-06-05,1.0,['enterprise']
1142,/company/college-book-renter,College Book Renter,education,10000000.0,operating,USA,KY,Murray,Murray,1,2009-05-01,2009-05,2009-Q2,2009.0,2010-07-06,2010-07-06,2009-06-01,0.0,['education']
1143,/company/college-snack-attack,College Snack Attack,ecommerce,50000.0,operating,USA,CA,SF Bay,Palo Alto,2,2010-11-01,2010-11,2010-Q4,2010.0,2010-11-01,2011-03-01,2010-11-01,0.0,['ecommerce']
1144,/company/collegetonight,College Tonight,mobile,2244500.0,operating,USA,CA,Los Angeles,Los Angeles,2,,,,,2007-07-01,2008-07-01,2007-12-06,0.0,['mobile']
1145,/company/collegefanz,CollegeFanz,network_hosting,2500000.0,operating,USA,NJ,Philadelphia,Mt. Laurel,2,2007-09-01,2007-09,2007-Q3,2007.0,2007-09-02,2008-04-02,,0.0,['network_hosting']
1146,/company/collegehumor,CollegeHumor,games_video,20000000.0,acquired,USA,,United States - Other,,1,1999-01-01,1999-01,1999-Q1,1999.0,2006-08-01,2006-08-01,,1.0,['games_video']
1147,/company/collegewikis,CollegeWikis,web,2000000.0,operating,USA,,TBD,,1,,,,,2008-10-08,2008-10-08,,0.0,['web']
1148,/company/collexpo,Collexpo,ecommerce,225000.0,operating,USA,VA,SF Bay,Richmond,1,2008-02-01,2008-02,2008-Q1,2008.0,2008-02-01,2008-02-01,,0.0,['ecommerce']
1149,/company/color-labs,Color Labs Inc.,other,41000000.0,closed,USA,CA,SF Bay,Palo Alto,2,2010-08-01,2010-08,2010-Q3,2010.0,2010-08-01,2011-03-23,2013-08-25,0.0,['other']
1150,/company/colubris,Colubris Networks,public_relations,29000000.0,acquired,USA,MA,Boston,Waltham,2,2000-01-01,2000-01,2000-Q1,2000.0,2005-03-08,2006-10-23,2007-05-01,1.0,['public_relations']
1151,/company/com2us-corp,Com2uS Corp.,mobile,8000000.0,ipo,USA,CA,SF Bay,Menlo Park,1,1998-07-01,1998-07,1998-Q3,1998.0,2005-08-09,2005-08-09,2013-06-20,1.0,['mobile']
1152,/company/combimatrix,CombiMatrix,biotech,8950700.0,ipo,USA,CA,Los Angeles,Irvine,3,,,,,2011-04-07,2013-05-15,2013-07-01,1.0,['biotech']
1153,/company/combinenet,CombineNet,enterprise,2120000.0,acquired,USA,PA,Pittsburg,Pittsburgh,1,2000-01-01,2000-01,2000-Q1,2000.0,2010-06-09,2010-06-09,2010-06-01,1.0,['enterprise']
1154,/company/comcast,Comcast,games_video,1275000000.0,ipo,USA,PA,Philadelphia,Philadelphia,2,1963-01-01,1963-01,1963-Q1,1963.0,2012-05-09,2013-05-08,2013-06-20,1.0,['games_video']
1155,/company/comentis,CoMentis,biotech,32000000.0,operating,USA,CA,SF Bay,South San Francisco,2,2004-01-01,2004-01,2004-Q1,2004.0,2007-12-03,2008-06-05,,0.0,['biotech']
1156,/company/comic-wonder,Comic Wonder,web,750000.0,operating,USA,WI,Milwaukee,Milwaukee,1,2007-01-01,2007-01,2007-Q1,2007.0,2008-02-08,2008-02-08,,0.0,['web']
1157,/company/comixology,Comixology,games_video,150000.0,operating,USA,NY,New York,New York,1,2007-03-01,2007-03,2007-Q1,2007.0,2010-02-23,2010-02-23,2013-04-10,0.0,['games_video']
1158,/company/communicado,Communicado,software,15600000.0,operating,USA,CA,Los Angeles,Santa Ana,2,,,,,2006-06-06,2007-08-13,,0.0,['software']
1159,/company/communication-intelligence,Communication Intelligence,hardware,3753000.0,ipo,USA,CA,SF Bay,Redwood Shores,4,,,,,2011-12-07,2013-05-20,1981-01-01,1.0,['hardware']
1160,/company/communiclique,CommuniClique,software,50000.0,operating,USA,VA,Washington DC,McLean,1,2006-03-01,2006-03,2006-Q1,2006.0,2010-01-20,2010-01-20,2011-08-02,0.0,['software']
1161,/company/community-energy,Community Energy,cleantech,4000000.0,operating,USA,PA,Philadelphia,Radnor,1,,,,,2010-10-06,2010-10-06,,0.0,['cleantech']
1162,/company/company-com,Company.com,social,5665000.0,operating,USA,GA,Atlanta,Roswell,2,2010-01-01,2010-01,2010-Q1,2010.0,2009-03-01,2010-07-30,2012-04-01,0.0,['social']
1163,/company/companyloop,CompanyLoop,network_hosting,5000000.0,operating,USA,CA,SF Bay,Mountain View,1,,,,,2007-11-01,2007-11-01,,0.0,['network_hosting']
1164,/company/compete,Compete,consulting,33000000.0,acquired,USA,MA,Boston,Boston,4,2000-01-01,2000-01,2000-Q1,2000.0,2000-11-01,2007-08-01,2013-07-30,1.0,['consulting']
1165,/company/competitive-power-ventures,Competitive Power Ventures,cleantech,19460000.0,operating,USA,MD,Washington DC,Silver Spring,1,1999-01-01,1999-01,1999-Q1,1999.0,2008-05-30,2008-05-30,2000-01-01,0.0,['cleantech']
1166,/company/compiere,Compiere,software,6000000.0,operating,USA,CA,SF Bay,Redwood Shores,1,,,,,2006-06-20,2006-06-20,2007-01-01,0.0,['software']
1167,/company/complete-genomics,Complete Genomics,biotech,90000000.0,operating,USA,CA,SF Bay,Mountain View,3,2007-01-01,2007-01,2007-Q1,2007.0,2006-03-28,2010-08-19,2013-07-01,0.0,['biotech']
1168,/company/compliance-360,Compliance 360,software,2200000.0,operating,USA,GA,Atlanta,Alpharetta,1,2000-01-01,2000-01,2000-Q1,2000.0,2007-05-02,2007-05-02,2010-07-13,0.0,['software']
1169,/company/compliance-assurance,Compliance Assurance,software,1250000.0,operating,USA,PA,Pittsburg,Pittsburgh,1,,,,,2011-03-15,2011-03-15,,0.0,['software']
1170,/company/compliance11,Compliance11,finance,6178766.0,operating,USA,IL,Chicago,Chicago,1,2005-01-01,2005-01,2005-Q1,2005.0,2010-01-04,2010-01-04,,0.0,['finance']
1171,/company/composite-software-inc,Composite Software,software,14650003.0,acquired,USA,CA,SF Bay,San Mateo,3,2002-01-01,2002-01,2002-Q1,2002.0,2002-01-01,2012-10-24,2011-08-01,1.0,['software']
1172,/company/compupay,CompuPay,software,20000000.0,operating,USA,FL,Fort Lauderdale,Miramar,1,1980-01-01,1980-01,1980-Q1,1980.0,2009-12-01,2009-12-01,,0.0,['software']
1173,/company/compute,Compute,web,5000000.0,operating,USA,WA,Seattle,Seattle,1,2005-02-03,2005-02,2005-Q1,2005.0,2005-02-03,2005-02-03,2005-03-02,0.0,['web']
1174,/company/computime,Computime,consulting,2000000.0,operating,USA,MO,Saint Louis,St. Louis,1,,,,,2009-10-20,2009-10-20,,0.0,['consulting']
1175,/company/enqii,ComQi,advertising,28000000.0,operating,USA,NY,New York,New York,2,2011-01-01,2011-01,2011-Q1,2011.0,2007-10-09,2008-09-30,2009-09-01,0.0,['advertising']
1176,/company/comscore,comScore,web,65600000.0,ipo,USA,VA,Washington DC,Reston,3,1999-08-01,1999-08,1999-Q3,1999.0,2000-09-01,2002-06-06,2013-02-14,1.0,['web']
1177,/company/conatus-pharmaceuticals,Conatus Pharmaceuticals,biotech,28501551.0,ipo,USA,CA,San Diego,San Diego,3,,,,,2011-02-11,2013-06-12,,1.0,['biotech']
1178,/company/concilio-networks,Concilio Networks,other,1273700.0,operating,USA,CA,SF Bay,Santa Clara,1,,,,,2006-10-03,2006-10-03,,0.0,['other']
1179,/company/conclusive-marketing,Conclusive Analytics,software,8000000.0,operating,USA,NC,Charlotte,Charlotte,1,1997-01-01,1997-01,1997-Q1,1997.0,2006-11-17,2006-11-17,2010-09-01,0.0,['software']
1180,/company/concuity,Concuity,software,2500000.0,operating,USA,IL,Chicago,Vernon Hills,1,,,,,2006-04-26,2006-04-26,2003-01-01,0.0,['software']
1181,/company/condodomain,CondoDomain,web,250000.0,acquired,USA,NY,New York,New York,1,2005-10-01,2005-10,2005-Q4,2005.0,2005-06-01,2005-06-01,,1.0,['web']
1182,/company/conduitlabs,Conduit Labs,games_video,8500000.0,acquired,USA,MA,Boston,Cambridge,2,,,,,2007-08-01,2009-09-15,,1.0,['games_video']
1183,/company/fuzzwich,Conecta 2,consulting,15000.0,operating,USA,CA,SF Bay,Palo Alto,1,2012-06-06,2012-06,2012-Q2,2012.0,2007-06-01,2007-06-01,,0.0,['consulting']
1184,/company/conexus-it,Conexus-IT,software,500000.0,closed,USA,NY,New York,New York,1,2011-01-01,2011-01,2011-Q1,2011.0,2011-01-01,2011-01-01,2011-01-01,0.0,['software']
1185,/company/confabb,Confabb,web,200000.0,operating,USA,CA,California - Other,,1,2006-06-01,2006-06,2006-Q2,2006.0,2007-08-01,2007-08-01,2007-09-24,0.0,['web']
1186,/company/confer,Confer,enterprise,400000.0,operating,USA,OH,Wooster,Wooster,2,2009-06-01,2009-06,2009-Q2,2009.0,2009-06-01,2010-06-01,2010-02-04,0.0,['enterprise']
1187,/company/confluence-solar,Confluence Solar,cleantech,12700000.0,acquired,USA,MO,Saint Louis,Hazelwood,1,,,,,2008-09-24,2008-09-24,,1.0,['cleantech']
1188,/company/confluence,Confluence Technologies,software,60000000.0,operating,USA,PA,Pittsburg,Pittsburgh,1,,,,,2006-08-24,2006-08-24,2013-03-27,0.0,['software']
1189,/company/conformia-software,Conformia Software,software,27250000.0,acquired,USA,CA,SF Bay,Sunnyvale,3,,,,,2006-10-01,2008-07-23,2002-01-01,1.0,['software']
1190,/company/conformiq,Conformiq,software,4200000.0,operating,USA,CA,SF Bay,Saratoga,1,,,,,2009-02-13,2009-02-13,,0.0,['software']
1191,/company/conformity,Conformity,enterprise,3000000.0,operating,USA,TX,Austin,Austin,1,2007-07-01,2007-07,2007-Q3,2007.0,2009-01-28,2009-01-28,2010-01-11,0.0,['enterprise']
1192,/company/conjecta,Conjecta,finance,100000.0,operating,USA,NC,Charlotte,Charlotte,1,2011-03-01,2011-03,2011-Q1,2011.0,2011-03-01,2011-03-01,2011-08-05,0.0,['finance']
1193,/company/conjugon,ConjuGon,biotech,3300000.0,operating,USA,WI,Madison,Madison,1,2001-01-01,2001-01,2001-Q1,2001.0,2006-12-13,2006-12-13,,0.0,['biotech']
1194,/company/connectandsell,ConnectAndSell,enterprise,15000000.0,operating,USA,CA,SF Bay,San Mateo,2,2007-01-01,2007-01,2007-Q1,2007.0,2011-02-01,2011-02-09,2013-01-01,0.0,['enterprise']
1195,/company/connectbeam,Connectbeam,software,3500000.0,operating,USA,CA,SF Bay,Mountain View,1,2005-01-01,2005-01,2005-Q1,2005.0,2007-07-17,2007-07-17,,0.0,['software']
1196,/company/connected,Connected,software,500000.0,acquired,USA,CA,SF Bay,San Francisco,1,2009-01-01,2009-01,2009-Q1,2009.0,2011-06-29,2011-06-29,2011-10-11,1.0,['software']
1197,/company/connectiva-systems,Connectiva Systems,software,17000000.0,operating,USA,NY,New York,New York,1,2000-01-01,2000-01,2000-Q1,2000.0,2008-09-23,2008-09-23,2010-08-31,0.0,['software']
1198,/company/connectsoft,ConnectSoft,software,400000.0,closed,USA,KY,Louisville,Louisville,1,,,,,2010-04-19,2010-04-19,,0.0,['software']
1199,/company/consentry-networks,ConSentry Networks,network_hosting,46400000.0,operating,USA,CA,SF Bay,Milpitas,3,2003-06-01,2003-06,2003-Q2,2003.0,2005-07-18,2009-01-19,2006-01-01,0.0,['network_hosting']
1200,/company/consert,Consert,cleantech,14555456.0,acquired,USA,TX,San Antonio,SAN ANTONIO,4,2008-01-01,2008-01,2008-Q1,2008.0,2009-08-31,2012-04-10,2010-11-16,1.0,['cleantech']
1201,/company/consolidated-energy,Consolidated Energy,cleantech,200000.0,operating,USA,UT,Salt Lake City,Salt Lake City,1,,,,,2008-08-06,2008-08-06,,0.0,['cleantech']
1202,/company/consortemedia,Consorte Media,web,7000000.0,acquired,USA,CA,SF Bay,San Francisco,1,2005-07-01,2005-07,2005-Q3,2005.0,2007-12-01,2007-12-01,2012-10-10,1.0,['web']
1203,/company/constant-contact,Constant Contact,messaging,3659714.0,ipo,USA,MA,Boston,Waltham,1,1998-01-01,1998-01,1998-Q1,1998.0,2010-06-03,2010-06-03,2012-06-01,1.0,['messaging']
1204,/company/construction-software-technologies,Construction Software Technologies,software,11000000.0,operating,USA,OH,Cincinnati,Cincinnati,1,1993-01-01,1993-01,1993-Q1,1993.0,2006-12-01,2006-12-01,,0.0,['software']
1205,/company/consult-a-doctor,Consult A Doctor,health,5000000.0,acquired,USA,FL,Miami,Miami Beach,1,,,,,2010-02-16,2010-02-16,,1.0,['health']
1206,/company/contact-solutions,Contact Solutions,software,46000000.0,operating,USA,VA,Washington DC,Reston,1,2002-01-01,2002-01,2002-Q1,2002.0,2010-09-08,2010-09-08,2010-12-06,0.0,['software']
1207,/company/contactual,Contactual,public_relations,9000000.0,operating,USA,CA,SF Bay,Redwood City,1,2000-01-01,2000-01,2000-Q1,2000.0,2006-04-26,2006-04-26,2010-06-01,0.0,['public_relations']
1208,/company/contemporary-analysis,Contemporary Analysis,enterprise,15798.0,operating,USA,NE,Omaha,Omaha,1,2008-01-01,2008-01,2008-Q1,2008.0,2008-01-01,2008-01-01,,0.0,['enterprise']
1209,/company/content-circles,Content Circles,software,250000.0,operating,USA,CA,SF Bay,Menlo Park,1,2007-08-08,2007-08,2007-Q3,2007.0,2007-10-01,2007-10-01,2011-03-14,0.0,['software']
1210,/company/contentrealtime,ContentRealtime,other,50000.0,operating,USA,TX,Austin,Austin,1,2007-08-01,2007-08,2007-Q3,2007.0,2007-08-01,2007-08-01,,0.0,['other']
1211,/company/contextlogic,ContextLogic,web,1700000.0,operating,USA,CA,SF Bay,San Francisco,1,2010-06-23,2010-06,2010-Q2,2010.0,2011-03-03,2011-03-03,2011-09-21,0.0,['web']
1212,/company/contextream,ConteXtream,software,23600000.0,operating,USA,CA,SF Bay,Santa Clara,2,2006-01-01,2006-01,2006-Q1,2006.0,2007-06-01,2010-11-04,2011-01-01,0.0,['software']
1213,/company/continuent,Continuent,software,5750000.0,operating,USA,CA,SF Bay,San Jose,1,2004-04-01,2004-04,2004-Q2,2004.0,2005-10-31,2005-10-31,2004-07-01,0.0,['software']
1214,/company/continuity-software,Continuity Software,software,1000000.0,operating,USA,NY,New York,New York,1,2005-01-01,2005-01,2005-Q1,2005.0,2006-01-03,2006-01-03,,0.0,['software']
1215,/company/continuityx-solutions,ContinuityX Solutions,software,1125000.0,closed,USA,IL,Metamora,Metamora,1,2011-01-01,2011-01,2011-Q1,2011.0,2012-08-13,2012-08-13,,0.0,['software']
1216,/company/contour-semiconductor,Contour Semiconductor,semiconductor,23999888.0,operating,USA,MA,Boston,North Billerica,2,,,,,2008-03-31,2009-12-02,,0.0,['semiconductor']
1217,/company/control-medical-technology,Control Medical Technology,biotech,3000000.0,operating,USA,UT,Salt Lake City,Park City,1,,,,,2009-05-27,2009-05-27,,0.0,['biotech']
1218,/company/control4,Control4,hardware,79500000.0,ipo,USA,UT,Salt Lake City,Salt Lake City,7,2003-01-01,2003-01,2003-Q1,2003.0,2004-08-18,2011-11-28,2012-01-01,1.0,['hardware']
1219,/company/controlscan,ControlScan,security,3500000.0,operating,USA,GA,Atlanta,Atlanta,1,2008-01-01,2008-01,2008-Q1,2008.0,2010-06-29,2010-06-29,,0.0,['security']
1220,/company/contur,Contur,messaging,20000.0,closed,USA,CA,Los Angeles,Los Angeles,1,2011-09-01,2011-09,2011-Q3,2011.0,2012-05-01,2012-05-01,2012-02-01,0.0,['messaging']
1221,/company/converged-access,Converged Access,public_relations,8000000.0,operating,USA,MA,Boston,Littleton,1,1996-01-01,1996-01,1996-Q1,1996.0,2006-01-17,2006-01-17,2006-01-01,0.0,['public_relations']
1222,/company/convio,Convio,software,10150000.0,ipo,USA,TX,Austin,Austin,1,1999-01-01,1999-01,1999-Q1,1999.0,2007-05-16,2007-05-16,2010-10-05,1.0,['software']
1223,/company/convo-communications,Convo Communications,messaging,500000.0,operating,USA,CA,SF Bay,San Ramon,1,,,,,2010-11-10,2010-11-10,,0.0,['messaging']
1224,/company/convoke-systems,Convoke Systems,software,5500000.0,operating,USA,CA,SF Bay,San Francisco,1,2006-01-01,2006-01,2006-Q1,2006.0,2010-07-26,2010-07-26,2010-07-01,0.0,['software']
1225,/company/convozine,Convozine,web,50000.0,operating,USA,CA,SF Bay,San Francisco,1,2011-01-01,2011-01,2011-Q1,2011.0,2011-01-01,2011-01-01,2011-05-16,0.0,['web']
1226,/company/conxtech,ConXtech,other,7100000.0,operating,USA,CA,SF Bay,Hayward,1,,,,,2007-12-11,2007-12-11,,0.0,['other']
1227,/company/coolearth,Cool Earth Solar,cleantech,22750000.0,operating,USA,CA,SF Bay,Livermore,3,2006-01-01,2006-01,2006-Q1,2006.0,2007-05-09,2008-02-20,,0.0,['cleantech']
1228,/company/coolerado-corp,Coolerado,cleantech,7200000.0,operating,USA,,Denver,Denver,1,2004-01-01,2004-01,2004-Q1,2004.0,2010-11-08,2010-11-08,,0.0,['cleantech']
1229,/company/cooliris,Cooliris,web,28100000.0,operating,USA,CA,SF Bay,Palo Alto,3,2006-01-01,2006-01,2006-Q1,2006.0,2007-07-01,2011-02-14,2013-07-09,0.0,['web']
1230,/company/coolsystems,CoolSystems,medical,7250000.0,operating,USA,CA,SF Bay,Alameda,3,,,,,2007-08-06,2010-06-09,2004-01-01,0.0,['medical']
1231,/company/coopers-sports-picks,Coopers Sports Picks,sports,90000.0,operating,USA,MD,Washington DC,Owings Mills,2,2009-04-02,2009-04,2009-Q2,2009.0,2009-02-05,2010-10-27,,0.0,['sports']
1232,/company/copacast,CopaCast,other,2750000.0,operating,USA,CA,SF Bay,Santa Clara,1,2006-09-15,2006-09,2006-Q3,2006.0,2008-01-15,2008-01-15,,0.0,['other']
1233,/company/copan-systems,Copan Systems,network_hosting,68400000.0,acquired,USA,CO,Longmont,Longmont,3,2002-01-01,2002-01,2002-Q1,2002.0,2006-03-08,2009-02-17,2007-01-01,1.0,['network_hosting']
1234,/company/copanion,Copanion,enterprise,16200000.0,operating,USA,MA,Boston,Andover,2,2005-01-01,2005-01,2005-Q1,2005.0,2007-04-05,2009-10-20,2009-10-01,0.0,['enterprise']
1235,/company/copiun,Copiun,software,9901574.0,acquired,USA,MA,Boston,Marlborough,4,,,,,2010-09-02,2012-04-27,2011-07-01,1.0,['software']
1236,/company/copperegg-corporation,CopperEgg Corporation,enterprise,4100000.0,acquired,USA,TX,Austin,Austin,2,2010-06-01,2010-06,2010-Q2,2010.0,2011-07-12,2012-05-08,2011-07-12,1.0,['enterprise']
1237,/company/copperkey,CopperKey,software,2200000.0,operating,USA,AZ,Phoenix,Gilbert,1,1997-01-01,1997-01,1997-Q1,1997.0,2006-08-21,2006-08-21,,0.0,['software']
1238,/company/copytele,Copytele,finance,3015000.0,ipo,USA,NY,Melville,Melville,3,,,,,2012-09-19,2013-05-02,,1.0,['finance']
1239,/company/coradiant,Coradiant,public_relations,12700000.0,acquired,USA,MA,Boston,Lexington,1,2000-01-01,2000-01,2000-Q1,2000.0,2005-08-22,2005-08-22,2011-04-28,1.0,['public_relations']
1240,/company/corasworks,CorasWorks,software,4000000.0,operating,USA,VA,Washington DC,Reston,1,2003-01-01,2003-01,2003-Q1,2003.0,2007-01-24,2007-01-24,,0.0,['software']
1241,/company/core-dynamics,Core Dynamics,biotech,17900000.0,operating,USA,NY,New York,Orangeburg,1,,,,,2009-05-10,2009-05-10,,0.0,['biotech']
1242,/company/core-essence-orthopaedics,Core Essence Orthopaedics,biotech,11932029.0,closed,USA,PA,Philadelphia,Fort Washington,2,,,,,2011-03-21,2012-02-13,,0.0,['biotech']
1243,/company/core-security,Core Security Technologies,software,4500000.0,operating,USA,MA,Boston,Boston,1,1996-06-01,1996-06,1996-Q2,1996.0,2005-04-11,2005-04-11,2009-12-01,0.0,['software']
1244,/company/corefino,Corefino,software,13600000.0,operating,USA,CA,SF Bay,Sunnyvale,1,2004-01-01,2004-01,2004-Q1,2004.0,2008-07-08,2008-07-08,,0.0,['software']
1245,/company/coremetrics,Coremetrics,advertising,91000000.0,acquired,USA,CA,SF Bay,San Mateo,2,1999-01-01,1999-01,1999-Q1,1999.0,2006-03-09,2008-04-04,2010-06-15,1.0,['advertising']
1246,/company/petravm,Corensic,software,6000000.0,operating,USA,WA,Seattle,Seattle,2,2008-01-01,2008-01,2008-Q1,2008.0,2009-01-21,2011-01-13,2010-08-23,0.0,['software']
1247,/company/corepair,Corepair,medical,5685000.0,closed,USA,CA,SF Bay,Sunnyvale,2,,,,,2008-02-11,2010-04-30,,0.0,['medical']
1248,/company/coretrace,CoreTrace,security,19699465.0,acquired,USA,TX,Austin,Austin,4,2007-01-01,2007-01,2007-Q1,2007.0,2007-11-09,2012-08-10,2007-01-01,1.0,['security']
1249,/company/corindus,Corindus,manufacturing,4700000.0,operating,USA,MA,Boston,Natick,1,2001-01-01,2001-01,2001-Q1,2001.0,2009-11-20,2009-11-20,,0.0,['manufacturing']
1250,/company/corium-international,Corium International,biotech,40000000.0,operating,USA,CA,SF Bay,Menlo Park,1,,,,,2007-09-26,2007-09-26,,0.0,['biotech']
1251,/company/cornerstone-ondemand,Cornerstone OnDemand,software,44700000.0,ipo,USA,CA,Los Angeles,Santa Monica,2,1999-11-01,1999-11,1999-Q4,1999.0,2007-09-17,2009-03-13,2013-06-11,1.0,['software']
1252,/company/cornice,Cornice,hardware,148000000.0,operating,USA,CO,Longmont,Longmont,2,2000-08-21,2000-08,2000-Q3,2000.0,2004-02-27,2005-12-14,2004-01-01,0.0,['hardware']
1253,/company/cornova,CorNova,biotech,5000000.0,operating,USA,MA,Boston,Burlington,2,2003-10-01,2003-10,2003-Q4,2003.0,2009-10-29,2010-01-17,2008-10-01,0.0,['biotech']
1254,/company/coro-health,Coro Health,health,2000000.0,operating,USA,TX,Austin,Austin,1,,,,,2010-11-10,2010-11-10,2010-11-10,0.0,['health']
1255,/company/correctnet,CorrectNet,analytics,3370000.0,operating,USA,NY,Hauppauge,Hauppauge,2,1997-01-01,1997-01,1997-Q1,1997.0,2008-06-03,2010-01-13,2006-01-01,0.0,['analytics']
1256,/company/correlix,Correlix,enterprise,11400000.0,closed,USA,NY,New York,New York,4,2006-01-01,2006-01,2006-Q1,2006.0,2005-02-19,2012-02-14,2011-01-01,0.0,['enterprise']
